"time (m)",V,Ah
135.84,40.47,2.963177277432713
136.14,40.46,2.969459886128365
136.43,40.45,2.975531573498966
136.7,40.44,2.9811831262939963
136.92,40.43,2.9857869565217396
137.34,40.42,2.994573913043479
137.55,40.41,2.998966304347827
137.85,40.4,3.0052395962732925
138.2,40.39,3.0125566252588
138.39,40.38,3.0165277432712223
138.68,40.37,3.0225874223602496
139,40.36,3.029272308488614
139.24,40.35,3.0342847308488627
139.45,40.34,3.038669513457558
139.82,40.33,3.0463931677018645
139.98,40.32,3.049732298136647
140.36,40.31,3.0576607660455504
140.57,40.3,3.062041200828159
140.82,40.29,3.067254710144929
141.12,40.28,3.073509368530022
141.41,40.27,3.0795540372670818
141.57,40.26,3.082888198757765
141.82,40.25,3.0880965320910985
142.06,40.24,3.0930952898550736
142.34,40.23,3.0989257246376822
142.52,40.22,3.1026729296066264
142.84,40.21,3.109332971014494
143.25,40.2,3.117864026915115
143.43,40.19,3.1216084368530033
143.61,40.18,3.125351915113873
143.91,40.17,3.131589492753624
144.1,40.16,3.1355389751552805
144.45,40.15,3.142812525879918
144.72,40.14,3.148422153209111
144.91,40.13,3.152368685300208
145.16,40.12,3.157560196687372
145.5,40.11,3.1646188923395457
145.65,40.1,3.1677322463768127
145.81,40.09,3.1710523291925474
146.07,40.08,3.176446118012423
146.25,40.07,3.1801793478260874
146.57,40.06,3.186814544513458
146.81,40.05,3.1917896997929613
147.09,40.04,3.197592598343686
147.23,40.03,3.200493322981367
147.54,40.02,3.2069147515527954
147.79,40.01,3.2120920289855075
147.93,40,3.2149905797101455
148.12,39.99,3.218923343685301
148.36,39.98,3.2238898033126304
148.65,39.97,3.2298894409937895
148.82,39.96,3.2334055900621124
149.09,39.95,3.238988664596274
149.27,39.94,3.2427097826086966
149.59,39.93,3.24932344720497
149.8,39.92,3.2536625776397528
149.96,39.91,3.2569677536231896
150.19,39.9,3.261717753623189
150.34,39.89,3.26481480331263
150.62,39.88,3.270594513457558
150.76,39.87,3.27348364389234
150.99,39.86,3.2782288819875784
151.18,39.85,3.282147877846792
151.33,39.84,3.285241045548655
151.65,39.83,3.2918381469979305
151.83,39.82,3.2955480848861294
152.13,39.81,3.3017297619047627
152.25,39.8,3.304201811594204
152.49,39.79,3.309144668737061
152.67,39.78,3.312850879917185
152.9,39.77,3.317585403726709
153.05,39.76,3.3206723602484485
153.24,39.75,3.3245815217391317
153.49,39.74,3.3297238612836453
153.73,39.73,3.334659265010353
153.96,39.72,3.3393878364389247
154.08,39.71,3.341854296066254
154.35,39.7,3.347402432712216
154.47,39.69,3.3498676501035205
154.77,39.68,3.3560291407867506
154.92,39.67,3.3591091097308494
155.09,39.66,3.3625988612836446
155.28,39.65,3.3664981884057976
155.38,39.64,3.368549948240166
155.64,39.63,3.3738831780538305
155.81,39.62,3.377369409937889
156.08,39.61,3.3829049689441004
156.28,39.6,3.3870043478260876
156.48,39.59,3.3911026915113878
156.55,39.58,3.3925367494824026
156.78,39.57,3.3972474637681165
156.99,39.56,3.4015474637681167
157.16,39.55,3.4050275362318847
157.34,39.54,3.408711387163562
157.51,39.53,3.412189699792961
157.8,39.52,3.41812179089027
157.95,39.51,3.4211893374741202
158.12,39.5,3.4246650103519674
158.28,39.49,3.4279354037267087
158.43,39.48,3.431000621118013
158.64,39.47,3.435290838509317
158.82,39.46,3.438967236024845
159.03,39.45,3.4432552795031057
159.12,39.44,3.4450925465838513
159.41,39.43,3.4510111283643896
159.54,39.42,3.453663612836439
159.67,39.41,3.4563154244306418
159.85,39.4,3.459986231884058
160,39.39,3.4630444616977227
160.19,39.38,3.466917236024845
160.38,39.37,3.470789026915114
160.61,39.36,3.475474741200829
160.72,39.35,3.47771516563147
160.96,39.34,3.4826021221532093
161.07,39.33,3.4848414078674947
161.23,39.32,3.4880977225672876
161.38,39.31,3.491149741200828
161.51,39.3,3.493794151138716
161.78,39.29,3.499284989648033
161.91,39.28,3.5019280538302278
162.09,39.27,3.505586749482402
162.21,39.26,3.5080252587991723
162.46,39.25,3.5131041925465842
162.61,39.24,3.516150776397516
162.74,39.23,3.518790476190477
162.96,39.22,3.523256521739131
163.04,39.21,3.5248801242236025
163.27,39.2,3.5295467908902696
163.38,39.19,3.531778105590062
163.59,39.18,3.5360368012422363
163.72,39.17,3.538672463768116
163.95,39.16,3.5433343685300205
164.02,39.15,3.5447528467908906
164.17,39.14,3.5477916666666665
164.33,39.13,3.551032246376812
164.48,39.12,3.554069513457557
164.68,39.11,3.558118167701864
164.85,39.1,3.5615586438923397
165.03,39.09,3.5652005693581783
165.14,39.08,3.567425621118012
165.26,39.07,3.5698523291925466
165.39,39.06,3.5724805900621117
165.52,39.05,3.5751081780538305
