"time (m)",V,Ah
117.19,39.45,2.3951319358178034
117.5,39.45,2.4014619047619026
117.56,39.44,2.4026867494823994
117.68,39.44,2.4051364389233933
117.82,39.44,2.407994409937886
118.09,39.44,2.413506211180122
118.28,39.44,2.4173848861283624
118.59,39.45,2.4237148550724616
118.61,39.44,2.4241231366459606
118.77,39.44,2.4273893892339524
119.06,39.44,2.4333094720496877
119.36,39.45,2.4394352484472033
119.62,39.44,2.4447429089026897
119.92,39.44,2.450867132505174
120.23,39.45,2.4571971014492733
120.51,39.44,2.4629130434782587
120.73,39.44,2.4674041407867473
120.9,39.44,2.4708745341614886
121.2,39.45,2.477000310559004
121.5,39.45,2.4831260869565197
121.63,39.44,2.4857799171842627
121.93,39.45,2.4919056935817783
121.95,39.44,2.492313975155277
122.23,39.44,2.4980299171842626
122.54,39.45,2.504359886128362
122.85,39.45,2.510689855072461
123.16,39.44,2.517018219461695
123.26,39.45,2.5190601449275336
123.36,39.44,2.5211015527950282
123.67,39.44,2.527429917184262
123.93,39.45,2.532738923395442
124.24,39.45,2.5390688923395413
124.4,39.45,2.542335973084883
124.7,39.44,2.5484601966873672
124.75,39.45,2.5494811594202864
124.95,39.45,2.5535650103519636
125.19,39.45,2.558465631469976
125.5,39.44,2.5647939958592096
125.52,39.45,2.5652023809523774
125.83,39.44,2.571530745341611
126.14,39.44,2.577859109730845
126.42,39.45,2.5835765010351928
126.73,39.44,2.5899048654244265
126.79,39.45,2.59113002070393
127.09,39.44,2.597254244306414
127.21,39.45,2.5997045548654203
127.39,39.45,2.6033800207039297
127.64,39.45,2.608484834368526
127.83,39.45,2.612364492753619
128.08,39.45,2.6174693064182155
128.29,39.45,2.621757349896476
128.6,39.44,2.6280857142857097
128.84,39.45,2.6329863354037224
129.14,39.44,2.6391105590062067
129.15,39.45,2.639314751552791
129.33,39.45,2.6429902173913002
129.63,39.44,2.6491144409937846
129.94,39.44,2.6554428053830184
129.96,39.45,2.655851190476186
130.27,39.44,2.66217955486542
130.28,39.45,2.6623837474120036
130.59,39.44,2.6687121118012374
130.9,39.44,2.675040476190471
131.2,39.44,2.6811646997929555
131.51,39.44,2.6874930641821893
131.82,39.44,2.693821428571423
132.13,39.44,2.700149792960657
132.25,39.45,2.702600103519663
132.39,39.45,2.7054587991718364
