"time (m)",V,Ah
200.574, 36.34,15.6894
200.660, 36.33,15.6958
200.748, 36.32,15.7022
200.794, 36.31,15.7057
200.893, 36.30,15.7130
200.941, 36.29,15.7165
201.031, 36.28,15.7231
201.070, 36.27,15.7260
201.169, 36.26,15.7333
201.219, 36.25,15.7370
201.290, 36.24,15.7422
201.368, 36.23,15.7480
201.388, 36.22,15.7494
201.498, 36.21,15.7575
201.556, 36.20,15.7618
201.628, 36.19,15.7671
201.666, 36.18,15.7699
201.716, 36.17,15.7736
201.783, 36.16,15.7785
201.862, 36.15,15.7843
201.913, 36.14,15.7880
201.964, 36.13,15.7918
202.033, 36.12,15.7969
202.104, 36.11,15.8021
202.153, 36.10,15.8056
202.203, 36.09,15.8093
202.261, 36.08,15.8136
202.312, 36.07,15.8173
202.362, 36.06,15.8210
202.422, 36.05,15.8254
202.483, 36.04,15.8298
202.533, 36.03,15.8335
202.603, 36.02,15.8386
202.652, 36.01,15.8422
202.683, 36.00,15.8445
202.742, 35.99,15.8488
202.811, 35.98,15.8539
202.850, 35.97,15.8567
202.911, 35.96,15.8612
202.941, 35.95,15.8633
202.999, 35.94,15.8676
203.068, 35.93,15.8726
203.108, 35.92,15.8755
203.157, 35.91,15.8791
203.176, 35.90,15.8805
203.234, 35.89,15.8848
203.294, 35.88,15.8891
203.343, 35.87,15.8927
203.391, 35.86,15.8962
203.450, 35.85,15.9005
203.480, 35.84,15.9027
203.537, 35.83,15.9068
203.578, 35.82,15.9098
203.587, 35.81,15.9105
203.649, 35.80,15.9150
203.697, 35.79,15.9185
203.736, 35.78,15.9213
203.786, 35.77,15.9249
203.845, 35.76,15.9292
203.886, 35.75,15.9322
203.895, 35.74,15.9329
203.957, 35.73,15.9374
204.006, 35.72,15.9409
204.056, 35.71,15.9445
204.096, 35.70,15.9474
204.125, 35.69,15.9496
204.167, 35.68,15.9526
204.227, 35.67,15.9569
204.266, 35.66,15.9598
204.296, 35.65,15.9619
204.337, 35.64,15.9649
204.377, 35.63,15.9678
204.427, 35.62,15.9715
204.468, 35.61,15.9744
204.500, 35.60,15.9767
204.539, 35.59,15.9796
204.597, 35.58,15.9837
204.617, 35.57,15.9852
204.648, 35.56,15.9874
204.716, 35.55,15.9924
204.737, 35.54,15.9939
204.786, 35.53,15.9974
204.806, 35.52,15.9988
204.853, 35.51,16.0023
204.895, 35.50,16.0053
204.935, 35.49,16.0081
204.964, 35.48,16.0102
205.002, 35.47,16.0130
205.022, 35.46,16.0144
205.082, 35.45,16.0187
205.112, 35.44,16.0209
205.140, 35.43,16.0229
205.189, 35.42,16.0264
205.220, 35.41,16.0287
205.259, 35.40,16.0314
205.296, 35.39,16.0341
205.317, 35.38,16.0356
205.359, 35.37,16.0387
205.390, 35.36,16.0409
205.449, 35.35,16.0451
205.468, 35.34,16.0465
205.507, 35.33,16.0493
205.536, 35.32,16.0514
205.565, 35.31,16.0534
205.615, 35.30,16.0570
205.636, 35.29,16.0585
205.675, 35.28,16.0614
205.705, 35.27,16.0635
205.744, 35.26,16.0663
205.764, 35.25,16.0677
205.804, 35.24,16.0706
205.843, 35.23,16.0734
205.863, 35.22,16.0748
205.904, 35.21,16.0778
205.934, 35.20,16.0799
205.964, 35.19,16.0820
205.995, 35.18,16.0842
206.024, 35.17,16.0864
206.065, 35.16,16.0893
206.106, 35.15,16.0922
206.136, 35.14,16.0943
206.157, 35.13,16.0958
206.197, 35.12,16.0987
206.217, 35.11,16.1001
206.267, 35.10,16.1037
206.297, 35.09,16.1058
206.327, 35.08,16.1079
206.347, 35.07,16.1094
206.366, 35.06,16.1108
206.405, 35.05,16.1135
206.425, 35.04,16.1149
206.465, 35.03,16.1178
206.485, 35.02,16.1192
206.526, 35.01,16.1221
206.555, 35.00,16.1242
206.584, 34.99,16.1263
discharge reached: 16 mAh consumed
