"time (m)",V,Ah
201.665, 36.80,15.7944
201.753, 36.79,15.8009
201.909, 36.78,15.8126
202.027, 36.77,15.8214
202.145, 36.76,15.8303
202.285, 36.75,15.8407
202.395, 36.74,15.8489
202.486, 36.73,15.8557
202.594, 36.72,15.8638
202.716, 36.71,15.8729
202.825, 36.70,15.8810
202.943, 36.69,15.8898
203.037, 36.68,15.8968
203.089, 36.67,15.9007
203.257, 36.66,15.9132
203.329, 36.65,15.9185
203.458, 36.64,15.9282
203.546, 36.63,15.9347
203.656, 36.62,15.9429
203.763, 36.61,15.9508
203.873, 36.60,15.9591
203.931, 36.59,15.9633
204.012, 36.58,15.9694
204.134, 36.57,15.9784
204.185, 36.56,15.9823
204.304, 36.55,15.9911
204.351, 36.54,15.9946
204.469, 36.53,16.0033
204.539, 36.52,16.0086
204.579, 36.51,16.0115
204.698, 36.50,16.0203
204.736, 36.49,16.0232
204.869, 36.48,16.0331
204.908, 36.47,16.0359
204.985, 36.46,16.0416
205.065, 36.45,16.0475
205.125, 36.44,16.0520
205.202, 36.43,16.0577
205.289, 36.42,16.0641
205.351, 36.41,16.0687
205.400, 36.40,16.0724
205.501, 36.39,16.0798
205.549, 36.38,16.0834
205.639, 36.37,16.0900
205.698, 36.36,16.0944
205.787, 36.35,16.1010
205.827, 36.34,16.1039
205.866, 36.33,16.1068
205.936, 36.32,16.1119
206.015, 36.31,16.1178
206.094, 36.30,16.1236
206.154, 36.29,16.1281
206.205, 36.28,16.1318
206.254, 36.27,16.1354
206.336, 36.26,16.1415
206.386, 36.25,16.1452
206.446, 36.24,16.1495
206.505, 36.23,16.1539
206.544, 36.22,16.1568
206.603, 36.21,16.1611
206.661, 36.20,16.1654
206.712, 36.19,16.1692
206.782, 36.18,16.1743
206.823, 36.17,16.1773
206.904, 36.16,16.1833
206.941, 36.15,16.1860
206.981, 36.14,16.1889
207.039, 36.13,16.1931
207.105, 36.12,16.1980
207.155, 36.11,16.2017
207.206, 36.10,16.2054
207.254, 36.09,16.2089
207.294, 36.08,16.2119
207.344, 36.07,16.2156
207.405, 36.06,16.2200
207.446, 36.05,16.2230
207.505, 36.04,16.2273
207.565, 36.03,16.2317
207.604, 36.02,16.2346
207.654, 36.01,16.2383
207.694, 36.00,16.2411
207.723, 35.99,16.2433
207.792, 35.98,16.2484
207.833, 35.97,16.2513
207.872, 35.96,16.2542
207.920, 35.95,16.2577
207.973, 35.94,16.2616
207.993, 35.93,16.2630
208.061, 35.92,16.2680
208.100, 35.91,16.2709
208.120, 35.90,16.2723
208.197, 35.89,16.2779
208.217, 35.88,16.2794
208.278, 35.87,16.2838
208.297, 35.86,16.2852
208.359, 35.85,16.2897
208.388, 35.84,16.2918
208.458, 35.83,16.2970
208.487, 35.82,16.2991
208.518, 35.81,16.3013
208.569, 35.80,16.3050
208.598, 35.79,16.3071
208.638, 35.78,16.3101
208.677, 35.77,16.3129
208.729, 35.76,16.3166
208.768, 35.75,16.3194
208.806, 35.74,16.3222
208.845, 35.73,16.3251
208.864, 35.72,16.3265
208.925, 35.71,16.3309
208.954, 35.70,16.3330
209.003, 35.69,16.3365
209.033, 35.68,16.3387
209.072, 35.67,16.3415
209.091, 35.66,16.3429
209.131, 35.65,16.3458
209.181, 35.64,16.3494
209.200, 35.63,16.3508
209.250, 35.62,16.3544
209.299, 35.61,16.3580
209.338, 35.60,16.3608
209.366, 35.59,16.3629
209.407, 35.58,16.3658
209.448, 35.57,16.3688
209.459, 35.56,16.3695
209.517, 35.55,16.3738
209.537, 35.54,16.3752
209.584, 35.53,16.3786
209.595, 35.52,16.3794
209.645, 35.51,16.3830
209.684, 35.50,16.3858
209.715, 35.49,16.3881
209.756, 35.48,16.3910
209.777, 35.47,16.3925
209.815, 35.46,16.3953
209.845, 35.45,16.3974
209.895, 35.44,16.4010
209.915, 35.43,16.4024
209.945, 35.42,16.4046
209.982, 35.41,16.4073
210.010, 35.40,16.4093
210.039, 35.39,16.4114
210.079, 35.38,16.4142
210.120, 35.37,16.4172
210.149, 35.36,16.4193
210.178, 35.35,16.4213
210.208, 35.34,16.4236
210.238, 35.33,16.4257
210.279, 35.32,16.4286
210.308, 35.31,16.4307
210.337, 35.30,16.4328
210.359, 35.29,16.4343
210.408, 35.28,16.4379
210.428, 35.27,16.4393
210.469, 35.26,16.4422
210.499, 35.25,16.4444
210.529, 35.24,16.4465
210.547, 35.23,16.4478
210.577, 35.22,16.4500
210.617, 35.21,16.4529
210.638, 35.20,16.4543
210.677, 35.19,16.4571
210.714, 35.18,16.4598
210.736, 35.17,16.4613
210.765, 35.16,16.4634
210.805, 35.15,16.4663
210.835, 35.14,16.4684
210.844, 35.13,16.4691
210.884, 35.12,16.4719
210.904, 35.11,16.4734
210.934, 35.10,16.4755
210.954, 35.09,16.4769
210.995, 35.08,16.4798
211.024, 35.07,16.4819
211.043, 35.06,16.4833
211.085, 35.05,16.4862
211.104, 35.04,16.4876
211.145, 35.03,16.4905
211.173, 35.02,16.4926
211.203, 35.01,16.4947
211.235, 35.00,16.4969
211.274, 34.99,16.4997
discharge reached: 16 mAh consumed
