"time (m)",V,Ah
 22.299, 39.08, 1.7737
 22.377, 39.07, 1.7799
 22.686, 39.08, 1.8045
 22.706, 39.07, 1.8060
 22.975, 39.07, 1.8274
 23.285, 39.08, 1.8520
 23.454, 39.07, 1.8654
 23.760, 39.08, 1.8897
 24.064, 39.08, 1.9139
 24.241, 39.07, 1.9280
 24.537, 39.07, 1.9514
 24.845, 39.08, 1.9759
 25.043, 39.07, 1.9916
 25.301, 39.07, 2.0121
 25.612, 39.07, 2.0368
 25.836, 39.08, 2.0546
 25.998, 39.07, 2.0674
 26.306, 39.07, 2.0919
 26.356, 39.08, 2.0959
 26.663, 39.07, 2.1202
 26.683, 39.08, 2.1219
 26.991, 39.07, 2.1463
 27.031, 39.08, 2.1495
 27.340, 39.07, 2.1740
 27.645, 39.07, 2.1983
 27.865, 39.08, 2.2157
 28.175, 39.07, 2.2403
 28.478, 39.07, 2.2644
 28.788, 39.07, 2.2890
 29.096, 39.07, 2.3135
 29.403, 39.07, 2.3379
 29.711, 39.07, 2.3623
 30.024, 39.07, 2.3872
 30.337, 39.07, 2.4121
 30.642, 39.07, 2.4362
 30.949, 39.07, 2.4606
 31.262, 39.07, 2.4855
 31.567, 39.07, 2.5097
 31.878, 39.07, 2.5344
 31.916, 39.06, 2.5374
 32.093, 39.06, 2.5514
 32.323, 39.06, 2.5697
 32.441, 39.06, 2.5791
 32.743, 39.07, 2.6031
 32.754, 39.06, 2.6039
 33.038, 39.06, 2.6265
 33.351, 39.06, 2.6513
 33.480, 39.07, 2.6616
 33.631, 39.07, 2.6736
 33.873, 39.07, 2.6928
 34.164, 39.07, 2.7159
 34.292, 39.07, 2.7261
 34.597, 39.06, 2.7503
 34.616, 39.07, 2.7518
 34.925, 39.06, 2.7763
 35.233, 39.06, 2.8007
 35.412, 39.05, 2.8150
 35.695, 39.05, 2.8374
 36.001, 39.06, 2.8618
 36.108, 39.05, 2.8702
 36.276, 39.05, 2.8836
 36.524, 39.05, 2.9033
 36.827, 39.06, 2.9273
 36.847, 39.05, 2.9289
 37.151, 39.05, 2.9531
 37.461, 39.05, 2.9776
 37.766, 39.05, 3.0018
 38.077, 39.05, 3.0265
 38.384, 39.05, 3.0509
 38.693, 39.05, 3.0754
 39.006, 39.05, 3.1003
 39.316, 39.05, 3.1248
 39.596, 39.04, 3.1471
 39.785, 39.04, 3.1620
 39.954, 39.04, 3.1755
 40.260, 39.05, 3.1997
 40.573, 39.05, 3.2246
 40.654, 39.04, 3.2310
 40.964, 39.04, 3.2556
 40.985, 39.05, 3.2573
 41.296, 39.04, 3.2820
 41.601, 39.04, 3.3062
 41.910, 39.04, 3.3307
 42.219, 39.04, 3.3552
 42.532, 39.04, 3.3801
 42.844, 39.04, 3.4048
 43.152, 39.03, 3.4293
 43.461, 39.04, 3.4537
 43.696, 39.03, 3.4724
 43.975, 39.03, 3.4946
 44.281, 39.03, 3.5188
 44.593, 39.03, 3.5436
 44.904, 39.03, 3.5682
 45.216, 39.03, 3.5930
 45.466, 39.04, 3.6129
 45.771, 39.03, 3.6370
 46.083, 39.03, 3.6617
 46.392, 39.03, 3.6863
 46.698, 39.03, 3.7106
 47.010, 39.03, 3.7353
 47.318, 39.03, 3.7597
 47.504, 39.02, 3.7745
 47.722, 39.03, 3.7918
 47.912, 39.03, 3.8069
 48.041, 39.02, 3.8171
 48.347, 39.03, 3.8414
 48.651, 39.02, 3.8655
 48.846, 39.01, 3.8809
 49.155, 39.02, 3.9055
 49.165, 39.01, 3.9062
 49.410, 39.01, 3.9257
 49.717, 39.02, 3.9500
 49.784, 39.01, 3.9554
 50.091, 39.01, 3.9797
 50.190, 39.02, 3.9875
 50.496, 39.01, 4.0118
 50.802, 39.01, 4.0360
 51.108, 39.01, 4.0603
 51.422, 39.01, 4.0852
 51.726, 39.01, 4.1093
 51.735, 39.00, 4.1101
 52.047, 39.01, 4.1348
 52.356, 39.01, 4.1593
 52.630, 39.00, 4.1810
 52.810, 39.00, 4.1952
 53.115, 39.00, 4.2195
 53.422, 39.00, 4.2438
 53.730, 39.00, 4.2682
 54.038, 39.00, 4.2926
 54.200, 38.99, 4.3054
 54.504, 39.00, 4.3296
 54.811, 38.99, 4.3538
 54.916, 39.00, 4.3622
 55.221, 38.99, 4.3863
 55.399, 39.00, 4.4004
 55.707, 38.99, 4.4249
 55.799, 38.98, 4.4322
 56.099, 38.99, 4.4560
 56.412, 38.98, 4.4808
 56.571, 38.99, 4.4934
 56.879, 38.98, 4.5178
 57.187, 38.98, 4.5421
 57.496, 38.98, 4.5666
 57.805, 38.98, 4.5911
 57.966, 38.97, 4.6039
 58.105, 38.97, 4.6149
 58.412, 38.97, 4.6392
 58.718, 38.97, 4.6634
 59.030, 38.97, 4.6882
 59.336, 38.97, 4.7124
 59.445, 38.96, 4.7210
 59.751, 38.96, 4.7453
 60.062, 38.96, 4.7699
 60.370, 38.96, 4.7942
 60.572, 38.95, 4.8102
 60.883, 38.96, 4.8349
 61.128, 38.95, 4.8543
 61.440, 38.95, 4.8789
 61.749, 38.95, 4.9034
 61.967, 38.94, 4.9207
 62.135, 38.95, 4.9339
 62.440, 38.95, 4.9581
 62.509, 38.94, 4.9636
 62.814, 38.94, 4.9877
 63.119, 38.94, 5.0119
 63.429, 38.94, 5.0364
 63.735, 38.94, 5.0607
 63.833, 38.93, 5.0684
 64.142, 38.93, 5.0928
 64.450, 38.93, 5.1172
 64.641, 38.92, 5.1323
 64.945, 38.92, 5.1564
 65.256, 38.92, 5.1809
 65.565, 38.92, 5.2054
 65.874, 38.92, 5.2299
 65.984, 38.91, 5.2386
 66.259, 38.92, 5.2603
 66.567, 38.91, 5.2847
 66.777, 38.90, 5.3012
 67.086, 38.90, 5.3257
 67.388, 38.90, 5.3496
 67.526, 38.89, 5.3604
 67.627, 38.90, 5.3685
 67.932, 38.89, 5.3925
 67.971, 38.90, 5.3956
 68.281, 38.89, 5.4201
 68.591, 38.89, 5.4447
 68.601, 38.88, 5.4454
 68.840, 38.88, 5.4643
 69.149, 38.88, 5.4888
 69.377, 38.87, 5.5068
 69.687, 38.88, 5.5313
 69.766, 38.87, 5.5375
 69.944, 38.88, 5.5516
 70.250, 38.87, 5.5757
 70.556, 38.87, 5.5999
 70.725, 38.86, 5.6133
 71.034, 38.86, 5.6377
 71.343, 38.86, 5.6621
 71.488, 38.85, 5.6736
 71.726, 38.86, 5.6923
 72.034, 38.85, 5.7166
 72.339, 38.85, 5.7407
 72.398, 38.84, 5.7454
 72.660, 38.84, 5.7661
 72.966, 38.84, 5.7902
 73.214, 38.83, 5.8098
 73.381, 38.83, 5.8230
 73.690, 38.83, 5.8474
 74.000, 38.83, 5.8719
 74.277, 38.82, 5.8937
 74.586, 38.83, 5.9181
 74.696, 38.83, 5.9268
 75.004, 38.82, 5.9511
 75.092, 38.81, 5.9580
 75.400, 38.81, 5.9823
 75.707, 38.81, 6.0065
 75.750, 38.80, 6.0099
 76.062, 38.80, 6.0345
 76.110, 38.81, 6.0383
 76.416, 38.80, 6.0624
 76.686, 38.79, 6.0837
 76.922, 38.79, 6.1023
 77.199, 38.80, 6.1242
 77.369, 38.78, 6.1376
 77.681, 38.78, 6.1622
 77.998, 38.78, 6.1871
 78.313, 38.78, 6.2120
 78.567, 38.77, 6.2320
 78.881, 38.78, 6.2567
 78.901, 38.77, 6.2584
 79.213, 38.77, 6.2829
 79.529, 38.77, 6.3078
 79.570, 38.76, 6.3110
 79.877, 38.76, 6.3352
 80.191, 38.76, 6.3599
 80.499, 38.76, 6.3842
 80.579, 38.75, 6.3905
 80.849, 38.75, 6.4118
 81.061, 38.76, 6.4285
 81.367, 38.75, 6.4526
 81.545, 38.74, 6.4666
 81.746, 38.75, 6.4824
 82.059, 38.74, 6.5071
 82.288, 38.73, 6.5251
 82.526, 38.73, 6.5438
 82.835, 38.73, 6.5681
 83.145, 38.73, 6.5926
 83.454, 38.73, 6.6169
 83.762, 38.73, 6.6412
 84.069, 38.73, 6.6653
 84.197, 38.72, 6.6754
 84.502, 38.72, 6.6993
 84.763, 38.71, 6.7199
 84.882, 38.71, 6.7293
 85.191, 38.71, 6.7536
 85.212, 38.72, 6.7553
 85.343, 38.72, 6.7656
 85.653, 38.71, 6.7900
 85.968, 38.71, 6.8148
 86.167, 38.70, 6.8304
 86.358, 38.70, 6.8454
 86.639, 38.70, 6.8675
 86.947, 38.70, 6.8918
 87.109, 38.69, 6.9044
 87.288, 38.69, 6.9186
 87.597, 38.70, 6.9429
 87.646, 38.69, 6.9467
 87.958, 38.69, 6.9712
 88.029, 38.70, 6.9768
 88.340, 38.69, 7.0013
 88.647, 38.69, 7.0254
 88.960, 38.69, 7.0501
 89.070, 38.68, 7.0587
 89.383, 38.69, 7.0833
 89.404, 38.68, 7.0849
 89.711, 38.68, 7.1091
 89.741, 38.69, 7.1114
 90.041, 38.67, 7.1350
 90.167, 38.67, 7.1449
 90.473, 38.68, 7.1690
 90.596, 38.67, 7.1787
 90.908, 38.67, 7.2032
 91.214, 38.67, 7.2272
 91.243, 38.68, 7.2295
 91.553, 38.67, 7.2539
 91.860, 38.67, 7.2780
 92.173, 38.67, 7.3026
 92.482, 38.67, 7.3269
 92.522, 38.66, 7.3300
 92.809, 38.66, 7.3526
 93.119, 38.67, 7.3769
 93.178, 38.66, 7.3816
 93.484, 38.66, 7.4056
 93.505, 38.67, 7.4073
 93.817, 38.66, 7.4318
 93.977, 38.65, 7.4444
 94.134, 38.65, 7.4567
 94.425, 38.66, 7.4796
 94.743, 38.65, 7.5045
 94.792, 38.66, 7.5084
 95.103, 38.65, 7.5329
 95.310, 38.64, 7.5491
 95.621, 38.65, 7.5735
 95.791, 38.64, 7.5869
 96.042, 38.65, 7.6066
 96.354, 38.64, 7.6311
 96.665, 38.64, 7.6555
 96.695, 38.65, 7.6579
 97.004, 38.64, 7.6822
 97.308, 38.64, 7.7060
 97.618, 38.64, 7.7304
 97.760, 38.63, 7.7415
 98.028, 38.63, 7.7625
 98.337, 38.63, 7.7868
 98.645, 38.63, 7.8110
 98.956, 38.63, 7.8354
 98.985, 38.62, 7.8377
 99.295, 38.63, 7.8620
 99.523, 38.62, 7.8799
 99.801, 38.63, 7.9018
 99.971, 38.62, 7.9151
100.280, 38.62, 7.9394
100.439, 38.63, 7.9518
100.745, 38.62, 7.9759
101.051, 38.62, 7.9999
101.360, 38.62, 8.0241
101.664, 38.62, 8.0480
101.674, 38.61, 8.0488
101.984, 38.62, 8.0731
102.293, 38.61, 8.0974
102.606, 38.61, 8.1220
102.734, 38.62, 8.1320
102.907, 38.62, 8.1456
103.215, 38.61, 8.1697
103.518, 38.61, 8.1935
103.826, 38.61, 8.2177
103.897, 38.60, 8.2232
104.154, 38.60, 8.2434
104.463, 38.60, 8.2676
104.775, 38.60, 8.2921
105.084, 38.60, 8.3164
105.392, 38.60, 8.3405
105.700, 38.60, 8.3647
106.009, 38.60, 8.3889
106.168, 38.59, 8.4014
106.474, 38.60, 8.4254
106.522, 38.59, 8.4292
106.754, 38.59, 8.4473
107.062, 38.59, 8.4716
107.369, 38.59, 8.4956
107.430, 38.60, 8.5004
107.727, 38.58, 8.5237
108.039, 38.59, 8.5482
108.351, 38.59, 8.5726
108.531, 38.58, 8.5868
108.798, 38.58, 8.6077
109.108, 38.59, 8.6320
109.420, 38.58, 8.6565
109.729, 38.58, 8.6807
110.041, 38.58, 8.7052
110.345, 38.58, 8.7290
110.654, 38.58, 8.7532
110.963, 38.58, 8.7775
111.270, 38.58, 8.8016
111.319, 38.57, 8.8054
111.630, 38.57, 8.8298
111.938, 38.57, 8.8539
112.244, 38.57, 8.8779
112.413, 38.56, 8.8911
112.677, 38.56, 8.9118
112.986, 38.57, 8.9360
113.106, 38.56, 8.9454
113.412, 38.56, 8.9694
113.452, 38.57, 8.9726
113.757, 38.56, 8.9965
114.065, 38.56, 9.0206
114.373, 38.56, 9.0447
114.481, 38.55, 9.0532
114.788, 38.55, 9.0773
115.097, 38.55, 9.1015
115.402, 38.55, 9.1254
115.710, 38.55, 9.1496
116.019, 38.55, 9.1737
116.330, 38.55, 9.1981
116.421, 38.54, 9.2053
116.553, 38.54, 9.2155
116.862, 38.55, 9.2398
117.128, 38.54, 9.2606
117.431, 38.55, 9.2843
117.741, 38.54, 9.3087
117.871, 38.55, 9.3189
118.179, 38.54, 9.3429
118.438, 38.53, 9.3632
118.567, 38.53, 9.3734
118.874, 38.53, 9.3974
118.894, 38.54, 9.3989
119.203, 38.53, 9.4231
119.312, 38.54, 9.4317
119.620, 38.53, 9.4558
119.692, 38.54, 9.4614
119.998, 38.53, 9.4854
120.312, 38.53, 9.5100
120.620, 38.53, 9.5341
120.929, 38.53, 9.5583
121.128, 38.52, 9.5739
121.248, 38.53, 9.5833
121.563, 38.52, 9.6080
121.870, 38.52, 9.6320
121.920, 38.53, 9.6359
122.228, 38.52, 9.6601
122.535, 38.52, 9.6841
122.585, 38.51, 9.6879
122.899, 38.52, 9.7126
123.050, 38.51, 9.7244
123.239, 38.51, 9.7392
123.549, 38.52, 9.7634
123.857, 38.51, 9.7876
123.897, 38.52, 9.7907
124.203, 38.51, 9.8146
124.273, 38.52, 9.8201
124.579, 38.51, 9.8441
124.888, 38.51, 9.8682
125.195, 38.51, 9.8923
125.475, 38.50, 9.9142
125.742, 38.50, 9.9351
125.893, 38.51, 9.9469
126.003, 38.51, 9.9555
126.313, 38.50, 9.9797
126.625, 38.50,10.0042
126.873, 38.49,10.0236
127.180, 38.50,10.0476
127.493, 38.50,10.0721
127.522, 38.49,10.0744
127.831, 38.49,10.0986
128.048, 38.50,10.1155
128.355, 38.49,10.1395
128.406, 38.50,10.1435
128.713, 38.49,10.1676
128.744, 38.50,10.1700
129.057, 38.49,10.1945
129.368, 38.49,10.2188
129.681, 38.49,10.2433
129.953, 38.48,10.2645
130.263, 38.48,10.2888
130.566, 38.48,10.3125
130.595, 38.49,10.3148
130.900, 38.48,10.3386
130.999, 38.49,10.3464
131.309, 38.48,10.3706
131.400, 38.47,10.3777
131.532, 38.47,10.3881
131.840, 38.47,10.4121
131.929, 38.48,10.4191
132.149, 38.48,10.4363
132.456, 38.47,10.4603
132.761, 38.47,10.4841
132.902, 38.46,10.4952
133.140, 38.46,10.5138
133.452, 38.47,10.5382
133.535, 38.46,10.5446
133.784, 38.46,10.5641
133.975, 38.47,10.5790
134.287, 38.46,10.6034
134.593, 38.46,10.6273
134.900, 38.46,10.6513
135.210, 38.46,10.6756
135.522, 38.46,10.7000
135.836, 38.46,10.7245
136.105, 38.45,10.7456
136.410, 38.45,10.7694
136.481, 38.46,10.7750
136.657, 38.46,10.7887
136.963, 38.45,10.8126
137.131, 38.44,10.8258
137.439, 38.45,10.8498
137.568, 38.44,10.8599
137.871, 38.44,10.8836
138.180, 38.44,10.9077
138.491, 38.44,10.9320
138.799, 38.44,10.9561
139.108, 38.44,10.9802
139.419, 38.44,11.0045
139.548, 38.43,11.0146
139.858, 38.43,11.0388
140.169, 38.43,11.0631
140.474, 38.43,11.0869
140.783, 38.43,11.1111
140.812, 38.42,11.1133
141.020, 38.42,11.1295
141.328, 38.42,11.1536
141.637, 38.42,11.1777
141.946, 38.42,11.2019
142.254, 38.42,11.2259
142.561, 38.41,11.2499
142.865, 38.41,11.2736
143.135, 38.42,11.2947
143.447, 38.41,11.3190
143.757, 38.41,11.3432
144.067, 38.41,11.3675
144.118, 38.40,11.3715
144.431, 38.41,11.3959
144.739, 38.40,11.4199
145.050, 38.40,11.4442
145.352, 38.40,11.4678
145.449, 38.39,11.4753
145.708, 38.39,11.4956
145.863, 38.39,11.5077
146.167, 38.40,11.5314
146.246, 38.39,11.5376
146.558, 38.39,11.5619
146.778, 38.38,11.5790
147.087, 38.39,11.6032
147.395, 38.38,11.6272
147.702, 38.38,11.6511
148.006, 38.38,11.6748
148.094, 38.37,11.6817
148.223, 38.38,11.6917
148.529, 38.37,11.7156
148.843, 38.37,11.7401
149.152, 38.37,11.7642
149.457, 38.37,11.7880
149.700, 38.36,11.8070
150.009, 38.36,11.8310
150.316, 38.36,11.8550
150.327, 38.35,11.8558
150.635, 38.36,11.8799
150.714, 38.35,11.8860
151.022, 38.35,11.9100
151.332, 38.35,11.9342
151.641, 38.35,11.9583
151.841, 38.34,11.9738
152.147, 38.35,11.9977
152.456, 38.34,12.0217
152.761, 38.34,12.0456
152.801, 38.33,12.0486
153.102, 38.33,12.0721
153.193, 38.34,12.0792
153.497, 38.33,12.1029
153.804, 38.33,12.1268
154.110, 38.33,12.1506
154.168, 38.32,12.1552
154.474, 38.32,12.1790
154.631, 38.31,12.1912
154.888, 38.31,12.2112
155.195, 38.31,12.2351
155.505, 38.31,12.2593
155.765, 38.30,12.2795
155.893, 38.30,12.2895
156.201, 38.30,12.3135
156.507, 38.30,12.3373
156.816, 38.30,12.3614
157.047, 38.29,12.3793
157.269, 38.30,12.3966
157.555, 38.28,12.4189
157.859, 38.28,12.4425
158.170, 38.28,12.4667
158.388, 38.27,12.4837
158.696, 38.27,12.5076
159.001, 38.27,12.5313
159.193, 38.26,12.5462
159.503, 38.26,12.5703
159.811, 38.26,12.5943
159.898, 38.25,12.6011
160.208, 38.25,12.6252
160.341, 38.24,12.6355
160.650, 38.24,12.6595
160.961, 38.24,12.6837
161.269, 38.24,12.7077
161.300, 38.23,12.7100
161.616, 38.23,12.7346
161.859, 38.22,12.7535
162.164, 38.22,12.7772
162.205, 38.21,12.7803
162.517, 38.21,12.8046
162.832, 38.21,12.8290
163.061, 38.20,12.8468
163.362, 38.19,12.8702
163.673, 38.19,12.8943
163.984, 38.19,12.9185
164.192, 38.18,12.9346
164.499, 38.17,12.9584
164.808, 38.17,12.9824
164.869, 38.16,12.9871
165.034, 38.16,13.0000
165.344, 38.16,13.0240
165.467, 38.15,13.0335
165.772, 38.15,13.0572
166.067, 38.14,13.0800
166.353, 38.13,13.1022
166.656, 38.13,13.1257
166.925, 38.12,13.1465
167.232, 38.12,13.1703
167.291, 38.11,13.1749
167.597, 38.11,13.1986
167.718, 38.10,13.2079
168.025, 38.10,13.2318
168.196, 38.09,13.2449
168.505, 38.09,13.2689
168.555, 38.08,13.2727
168.866, 38.08,13.2968
169.040, 38.07,13.3103
169.335, 38.06,13.3331
169.641, 38.06,13.3568
169.830, 38.05,13.3714
170.059, 38.04,13.3891
170.368, 38.04,13.4130
170.418, 38.03,13.4169
170.730, 38.03,13.4410
170.871, 38.02,13.4518
171.149, 38.01,13.4734
171.457, 38.01,13.4971
171.584, 38.00,13.5070
171.823, 37.99,13.5254
172.127, 37.99,13.5489
172.175, 37.98,13.5526
172.430, 37.97,13.5723
172.735, 37.97,13.5958
172.774, 37.96,13.5988
173.082, 37.96,13.6226
173.171, 37.95,13.6294
173.371, 37.94,13.6448
173.682, 37.93,13.6689
173.972, 37.92,13.6912
174.279, 37.91,13.7148
174.549, 37.90,13.7357
174.859, 37.90,13.7595
174.869, 37.89,13.7603
175.156, 37.88,13.7824
175.293, 37.87,13.7930
175.602, 37.87,13.8167
175.682, 37.86,13.8229
175.892, 37.85,13.8390
176.197, 37.84,13.8625
176.324, 37.83,13.8723
176.632, 37.83,13.8959
176.680, 37.82,13.8996
176.886, 37.81,13.9155
177.103, 37.80,13.9321
177.291, 37.79,13.9466
177.572, 37.78,13.9681
177.780, 37.77,13.9841
178.013, 37.76,14.0020
178.278, 37.75,14.0224
178.537, 37.74,14.0422
178.762, 37.73,14.0595
178.926, 37.72,14.0720
179.232, 37.71,14.0955
179.403, 37.70,14.1086
179.579, 37.69,14.1221
179.811, 37.68,14.1398
179.979, 37.67,14.1527
180.270, 37.66,14.1750
180.458, 37.65,14.1893
180.719, 37.64,14.2093
180.912, 37.63,14.2241
181.043, 37.62,14.2341
181.343, 37.61,14.2571
181.464, 37.60,14.2663
181.686, 37.59,14.2832
181.862, 37.58,14.2967
182.177, 37.57,14.3207
182.319, 37.56,14.3316
182.601, 37.55,14.3531
182.760, 37.54,14.3653
182.922, 37.53,14.3776
183.093, 37.52,14.3907
183.390, 37.51,14.4133
183.558, 37.50,14.4261
183.783, 37.49,14.4433
184.001, 37.48,14.4599
184.189, 37.47,14.4742
184.503, 37.46,14.4981
184.674, 37.45,14.5111
184.808, 37.44,14.5213
185.075, 37.43,14.5416
185.277, 37.42,14.5569
185.541, 37.41,14.5771
185.833, 37.40,14.5992
186.132, 37.39,14.6220
186.323, 37.38,14.6364
186.635, 37.38,14.6601
186.645, 37.37,14.6609
186.824, 37.36,14.6745
186.975, 37.35,14.6860
187.281, 37.35,14.7092
187.430, 37.34,14.7205
187.688, 37.33,14.7401
187.996, 37.33,14.7635
188.136, 37.32,14.7741
188.245, 37.31,14.7823
188.560, 37.31,14.8062
188.805, 37.30,14.8248
189.036, 37.29,14.8423
189.294, 37.28,14.8618
189.599, 37.28,14.8849
189.755, 37.27,14.8968
190.068, 37.27,14.9205
190.128, 37.26,14.9250
190.434, 37.26,14.9482
190.514, 37.25,14.9543
190.824, 37.25,14.9778
190.872, 37.24,14.9814
191.181, 37.24,15.0048
191.301, 37.23,15.0138
191.608, 37.23,15.0371
191.679, 37.22,15.0425
191.991, 37.22,15.0661
192.215, 37.21,15.0830
192.508, 37.20,15.1052
192.749, 37.19,15.1233
193.058, 37.19,15.1468
193.291, 37.18,15.1643
193.539, 37.17,15.1831
193.826, 37.16,15.2048
194.130, 37.16,15.2277
194.279, 37.15,15.2390
194.535, 37.14,15.2583
194.824, 37.13,15.2801
195.138, 37.13,15.3038
195.295, 37.12,15.3157
195.583, 37.11,15.3374
195.753, 37.10,15.3502
196.003, 37.09,15.3690
196.267, 37.08,15.3889
196.580, 37.08,15.4125
196.649, 37.07,15.4177
196.780, 37.06,15.4276
197.093, 37.06,15.4511
197.123, 37.05,15.4534
197.396, 37.04,15.4740
197.685, 37.03,15.4957
197.864, 37.02,15.5092
198.053, 37.01,15.5234
198.320, 37.00,15.5435
198.497, 36.99,15.5568
198.745, 36.98,15.5755
198.952, 36.97,15.5910
199.171, 36.96,15.6074
199.349, 36.95,15.6208
199.490, 36.94,15.6314
199.669, 36.93,15.6449
199.797, 36.92,15.6545
200.026, 36.91,15.6716
200.135, 36.90,15.6798
200.342, 36.89,15.6953
200.441, 36.88,15.7027
200.672, 36.87,15.7200
200.771, 36.86,15.7275
200.917, 36.85,15.7384
201.065, 36.84,15.7495
201.195, 36.83,15.7592
201.384, 36.82,15.7733
201.496, 36.81,15.7818
